origin,destination,carrier,month,day_of_week,port_congestion,weather_severity,is_holiday_season,is_monsoon,base_transit_days,delay_days
Shanghai,Mumbai,cma_cgm,6,1,0.819,0.366,0,1,18,12.5
Singapore,Chennai,dhl,6,0,0.183,0.131,0,1,10,5.1
Dubai,Mumbai,maersk,2,4,0.243,0.795,0,0,7,1.5
Dubai,Mumbai,ups,3,5,0.143,0.31,0,0,7,4.8
Singapore,Chennai,ups,7,0,0.809,0.471,0,1,10,3.5
Colombo,Mumbai,dhl,6,3,0.609,0.399,0,1,5,2.6
Shanghai,Mumbai,fedex,11,6,0.818,0.568,1,0,18,6.9
Rotterdam,Mumbai,ups,1,3,0.295,0.194,1,0,22,8.8
Rotterdam,Mumbai,fedex,12,1,0.157,0.643,1,0,22,0.0
Dubai,Mumbai,msc,10,5,0.205,0.293,0,0,7,2.8
Rotterdam,Mumbai,msc,11,2,0.847,0.376,1,0,22,10.1
Colombo,Mumbai,dhl,11,4,0.908,0.363,1,0,5,5.5
Colombo,Mumbai,maersk,7,1,0.456,0.344,0,1,5,5.6
Colombo,Mumbai,cma_cgm,2,5,0.716,0.394,0,0,5,5.0
Colombo,Mumbai,cma_cgm,9,6,0.994,0.729,0,1,5,5.9
Rotterdam,Mumbai,cma_cgm,9,4,0.524,0.505,0,1,22,3.9
Hamburg,Kolkata,ups,9,6,0.52,0.696,0,1,25,16.8
Hamburg,Kolkata,dhl,3,5,0.714,0.435,0,0,25,0.0
Shanghai,Mumbai,cma_cgm,12,2,0.487,0.355,1,0,18,8.6
Rotterdam,Mumbai,maersk,5,5,0.607,0.104,0,0,22,0.0
Colombo,Mumbai,fedex,12,1,0.534,0.141,1,0,5,5.7
Dubai,Mumbai,fedex,2,4,0.463,0.601,0,0,7,4.2
Hamburg,Kolkata,dhl,4,2,0.066,0.532,0,0,25,4.5
Rotterdam,Mumbai,dhl,10,0,0.327,0.442,0,0,22,3.5
Shanghai,Kolkata,dhl,1,4,0.62,0.544,1,0,16,7.7
Colombo,Mumbai,cma_cgm,11,5,0.09,0.127,1,0,5,4.2
Hamburg,Kolkata,fedex,3,2,0.445,0.714,0,0,25,9.6
Guangzhou,Kolkata,msc,6,3,0.336,0.003,0,1,14,4.4
Guangzhou,Kolkata,dhl,7,4,0.82,0.825,0,1,14,2.6
Shanghai,Kolkata,ups,7,0,0.297,0.159,0,1,16,0.0
Shanghai,Kolkata,cma_cgm,4,2,0.576,0.583,0,0,16,4.3
Dubai,Mumbai,cma_cgm,2,0,0.31,0.971,0,0,7,7.1
Singapore,Chennai,maersk,10,6,0.231,0.047,0,0,10,3.1
Shanghai,Kolkata,ups,6,1,0.343,0.46,0,1,16,5.0
Guangzhou,Kolkata,msc,5,5,0.449,0.653,0,0,14,2.6
Shanghai,Kolkata,dhl,12,6,0.894,0.01,1,0,16,7.3
Singapore,Chennai,ups,5,1,0.161,0.321,0,0,10,1.9
Hamburg,Kolkata,cma_cgm,4,2,0.594,0.64,0,0,25,2.4
Shanghai,Mumbai,cma_cgm,11,5,0.548,0.61,1,0,18,5.8
Rotterdam,Mumbai,fedex,2,0,0.661,0.911,0,0,22,0.0
Shanghai,Kolkata,fedex,11,4,0.963,0.024,1,0,16,8.8
Shanghai,Kolkata,maersk,11,0,0.348,0.39,1,0,16,0.9
Singapore,Chennai,dhl,8,3,0.874,0.135,0,1,10,3.8
Shanghai,Kolkata,fedex,8,3,0.962,0.654,0,1,16,3.2
Colombo,Mumbai,cma_cgm,6,5,0.208,0.525,0,1,5,5.6
Rotterdam,Mumbai,ups,2,3,0.959,0.444,0,0,22,6.4
Dubai,Mumbai,dhl,4,6,0.168,0.42,0,0,7,0.0
Guangzhou,Kolkata,msc,6,1,0.688,0.47,0,1,14,5.7
Shanghai,Mumbai,fedex,11,4,0.392,0.362,1,0,18,6.7
Singapore,Chennai,ups,4,3,0.432,0.539,0,0,10,2.0
Guangzhou,Kolkata,ups,10,5,0.471,0.048,0,0,14,1.3
Rotterdam,Mumbai,maersk,9,6,0.003,0.245,0,1,22,7.5
Shanghai,Mumbai,cma_cgm,7,6,0.909,0.215,0,1,18,4.0
Dubai,Mumbai,msc,3,6,0.614,0.188,0,0,7,2.6
Shanghai,Kolkata,cma_cgm,9,0,0.954,0.247,0,1,16,5.1
Hamburg,Kolkata,fedex,8,0,0.847,0.309,0,1,25,15.2
Singapore,Chennai,cma_cgm,12,1,0.128,0.225,1,0,10,4.0
Colombo,Mumbai,msc,12,6,0.727,0.371,1,0,5,6.6
Guangzhou,Kolkata,msc,2,2,0.166,0.982,0,0,14,4.0
Shanghai,Kolkata,cma_cgm,2,2,0.662,0.116,0,0,16,0.9
Shanghai,Kolkata,maersk,9,5,0.136,0.898,0,1,16,2.2
Shanghai,Mumbai,msc,4,6,0.366,0.95,0,0,18,0.0
Guangzhou,Kolkata,dhl,10,4,0.997,0.268,0,0,14,3.3
Dubai,Mumbai,dhl,1,3,0.553,0.025,1,0,7,4.3
Guangzhou,Kolkata,msc,7,2,0.799,0.857,0,1,14,11.7
Singapore,Chennai,maersk,1,4,0.394,0.611,1,0,10,5.1
Shanghai,Mumbai,fedex,8,4,0.656,0.018,0,1,18,2.3
Rotterdam,Mumbai,dhl,6,1,0.606,0.558,0,1,22,6.5
Rotterdam,Mumbai,dhl,1,5,0.031,0.283,1,0,22,0.0
Hamburg,Kolkata,ups,5,0,0.705,0.227,0,0,25,3.1
Dubai,Mumbai,msc,7,0,0.588,0.354,0,1,7,10.4
Shanghai,Mumbai,cma_cgm,5,4,0.002,0.889,0,0,18,0.6
Colombo,Mumbai,cma_cgm,4,4,0.443,0.494,0,0,5,3.2
Shanghai,Mumbai,maersk,11,0,0.669,0.633,1,0,18,0.0
Shanghai,Mumbai,msc,11,4,0.863,0.509,1,0,18,0.0
Colombo,Mumbai,maersk,1,4,0.196,0.671,1,0,5,3.6
Hamburg,Kolkata,msc,5,0,0.645,0.411,0,0,25,8.2
Shanghai,Kolkata,fedex,12,2,0.372,0.776,1,0,16,4.9
Guangzhou,Kolkata,msc,5,2,0.758,0.118,0,0,14,5.6
Dubai,Mumbai,maersk,5,3,0.666,0.135,0,0,7,5.1
Dubai,Mumbai,msc,4,1,0.817,0.655,0,0,7,1.1
Rotterdam,Mumbai,dhl,6,4,0.969,0.2,0,1,22,5.8
Shanghai,Kolkata,maersk,5,4,0.549,0.797,0,0,16,4.5
Hamburg,Kolkata,ups,4,1,0.402,0.799,0,0,25,0.0
Shanghai,Mumbai,maersk,5,5,0.097,0.132,0,0,18,5.9
Shanghai,Kolkata,cma_cgm,2,4,0.375,0.626,0,0,16,6.9
Colombo,Mumbai,ups,11,4,0.709,0.134,1,0,5,5.3
Guangzhou,Kolkata,dhl,12,0,0.673,0.432,1,0,14,8.7
Shanghai,Kolkata,dhl,2,2,0.205,0.646,0,0,16,1.3
Guangzhou,Kolkata,dhl,7,3,0.744,0.74,0,1,14,9.1
Dubai,Mumbai,maersk,12,2,0.1,0.932,1,0,7,3.4
Singapore,Chennai,cma_cgm,4,2,0.695,0.055,0,0,10,3.1
Singapore,Chennai,dhl,2,4,0.08,0.855,0,0,10,4.1
Shanghai,Mumbai,dhl,1,1,0.216,0.128,1,0,18,0.0
Shanghai,Mumbai,maersk,8,6,0.589,0.79,0,1,18,10.4
Rotterdam,Mumbai,dhl,12,6,0.415,0.842,1,0,22,12.9
Dubai,Mumbai,maersk,12,0,0.89,0.859,1,0,7,12.7
Hamburg,Kolkata,fedex,2,6,0.025,0.75,0,0,25,0.6
Shanghai,Mumbai,fedex,3,6,0.42,0.577,0,0,18,0.0
Dubai,Mumbai,ups,7,1,0.904,0.198,0,1,7,4.2
Guangzhou,Kolkata,msc,10,4,0.662,0.311,0,0,14,0.7
Dubai,Mumbai,maersk,2,2,0.929,0.223,0,0,7,2.1
Dubai,Mumbai,msc,12,0,0.187,0.033,1,0,7,3.0
Guangzhou,Kolkata,msc,2,1,0.395,0.744,0,0,14,0.4
Guangzhou,Kolkata,maersk,10,1,0.577,0.657,0,0,14,2.8
Hamburg,Kolkata,maersk,3,0,0.668,0.74,0,0,25,0.0
Colombo,Mumbai,fedex,11,3,0.317,0.704,1,0,5,5.2
Rotterdam,Mumbai,msc,10,5,0.69,0.906,0,0,22,1.4
Shanghai,Kolkata,maersk,10,0,0.254,0.801,0,0,16,3.7
Shanghai,Kolkata,msc,9,0,0.836,0.755,0,1,16,5.8
Dubai,Mumbai,ups,3,6,0.564,0.533,0,0,7,3.7
Shanghai,Kolkata,maersk,10,2,0.87,0.676,0,0,16,2.2
Guangzhou,Kolkata,dhl,11,3,0.241,0.877,1,0,14,2.0
Rotterdam,Mumbai,cma_cgm,4,4,0.931,0.398,0,0,22,0.0
Shanghai,Kolkata,fedex,7,6,0.666,0.072,0,1,16,3.6
Shanghai,Mumbai,cma_cgm,7,2,0.489,0.191,0,1,18,9.3
Dubai,Mumbai,ups,10,3,0.086,0.094,0,0,7,1.9
Singapore,Chennai,msc,12,2,0.968,0.887,1,0,10,5.7
Colombo,Mumbai,ups,8,0,0.368,0.713,0,1,5,4.1
Shanghai,Kolkata,dhl,2,4,0.133,0.655,0,0,16,0.0
Guangzhou,Kolkata,fedex,10,5,0.599,0.937,0,0,14,5.5
Shanghai,Kolkata,dhl,12,5,0.721,0.049,1,0,16,2.1
Shanghai,Kolkata,fedex,2,0,0.082,0.301,0,0,16,1.5
Rotterdam,Mumbai,msc,12,2,0.964,0.444,1,0,22,0.1
Shanghai,Kolkata,msc,2,3,0.548,0.743,0,0,16,3.9
Colombo,Mumbai,dhl,7,5,0.392,0.905,0,1,5,3.2
Guangzhou,Kolkata,maersk,12,6,0.647,0.953,1,0,14,5.9
Dubai,Mumbai,msc,8,4,0.731,0.989,0,1,7,3.1
Hamburg,Kolkata,msc,8,5,0.353,0.969,0,1,25,0.6
Dubai,Mumbai,maersk,12,1,0.898,0.519,1,0,7,3.7
Dubai,Mumbai,fedex,1,3,0.953,0.423,1,0,7,7.2
Shanghai,Mumbai,ups,5,3,0.957,0.368,0,0,18,2.6
Rotterdam,Mumbai,msc,3,4,0.889,0.642,0,0,22,9.4
Hamburg,Kolkata,cma_cgm,1,5,0.866,0.742,1,0,25,9.2
Guangzhou,Kolkata,cma_cgm,6,5,0.382,0.447,0,1,14,6.9
Colombo,Mumbai,fedex,7,1,0.122,0.116,0,1,5,0.7
Hamburg,Kolkata,cma_cgm,5,6,0.671,0.469,0,0,25,9.6
Shanghai,Kolkata,dhl,5,3,0.74,0.434,0,0,16,2.2
Dubai,Mumbai,ups,11,6,0.18,0.663,1,0,7,1.5
Shanghai,Kolkata,cma_cgm,12,2,0.762,0.329,1,0,16,8.7
Hamburg,Kolkata,cma_cgm,1,4,0.065,0.626,1,0,25,15.1
Shanghai,Kolkata,msc,10,5,0.94,0.555,0,0,16,2.0
Shanghai,Kolkata,maersk,6,4,0.175,0.325,0,1,16,4.9
Shanghai,Kolkata,cma_cgm,10,2,0.091,0.667,0,0,16,0.0
Hamburg,Kolkata,dhl,10,1,0.834,0.352,0,0,25,4.5
Singapore,Chennai,cma_cgm,4,4,0.327,0.488,0,0,10,1.7
Shanghai,Kolkata,fedex,4,3,0.39,0.606,0,0,16,3.6
Shanghai,Kolkata,cma_cgm,11,0,0.12,0.912,1,0,16,5.6
Hamburg,Kolkata,ups,12,3,0.038,0.275,1,0,25,0.0
Shanghai,Mumbai,dhl,5,1,0.429,0.441,0,0,18,5.4
Shanghai,Mumbai,ups,2,1,0.765,0.915,0,0,18,0.0
Rotterdam,Mumbai,maersk,6,4,0.636,0.394,0,1,22,0.0
Dubai,Mumbai,dhl,1,6,0.835,0.558,1,0,7,5.9
Colombo,Mumbai,maersk,6,1,0.671,0.019,0,1,5,4.2
Hamburg,Kolkata,ups,9,3,0.343,0.668,0,1,25,0.0
Rotterdam,Mumbai,ups,11,5,0.347,0.596,1,0,22,0.0
Dubai,Mumbai,dhl,5,0,0.902,0.329,0,0,7,5.4
Rotterdam,Mumbai,cma_cgm,3,0,0.546,0.338,0,0,22,2.2
Hamburg,Kolkata,msc,7,3,0.674,0.204,0,1,25,4.7
Shanghai,Kolkata,ups,10,3,0.664,0.246,0,0,16,3.6
Dubai,Mumbai,ups,7,2,0.604,0.817,0,1,7,3.8
Dubai,Mumbai,cma_cgm,4,5,0.634,0.222,0,0,7,5.3
Guangzhou,Kolkata,msc,2,1,0.44,0.707,0,0,14,0.0
Colombo,Mumbai,ups,11,1,0.042,0.011,1,0,5,2.8
Shanghai,Mumbai,dhl,1,6,0.664,0.214,1,0,18,0.0
Guangzhou,Kolkata,fedex,3,5,0.051,0.954,0,0,14,0.9
Colombo,Mumbai,msc,5,6,0.108,0.509,0,0,5,2.9
Colombo,Mumbai,dhl,2,2,0.602,0.455,0,0,5,2.8
